usage_id;date_of_registration;pincode;calls_made;sms_sent;data_usage;churn
108263;25/06/2021;887834;43;36;7758;No
108267;25/06/2021;376266;77;41;9202;No
108272;25/06/2021;984791;10;6;10610;Yes
108273;25/06/2021;470971;56;12;1021;Yes
108277;25/06/2021;440223;31;24;4360;No
108280;25/06/2021;974227;37;46;1558;No
108281;25/06/2021;373122;63;51;6137;No
108286;25/06/2021;602829;90;16;5437;No
108290;25/06/2021;164164;92;21;1413;No
108292;26/06/2021;228451;82;7;5091;No
108293;26/06/2021;383401;20;5;7279;No
108297;26/06/2021;659904;9;20;4368;No
108299;26/06/2021;359961;88;3;635;No
108309;26/06/2021;513618;81;49;7369;Yes
108314;26/06/2021;565896;29;39;3256;No
108319;26/06/2021;346896;14;9;1751;No
108322;26/06/2021;853854;90;17;7346;No
108323;26/06/2021;859630;67;13;7218;No
108325;26/06/2021;654479;51;12;9045;No
108339;26/06/2021;604449;99;25;664;No
108340;26/06/2021;660411;97;39;2989;Yes
108344;26/06/2021;647273;98;4;3043;No
108346;26/06/2021;265183;68;33;6277;Yes
108359;26/06/2021;924492;57;26;1302;No
108367;26/06/2021;726175;16;12;7097;No
108374;26/06/2021;167344;7;49;6044;No
108380;26/06/2021;115499;9;4;2371;No
108381;26/06/2021;351524;54;14;528;Yes
108388;26/06/2021;234811;69;12;636;No
108389;26/06/2021;488806;18;27;2492;No
108391;26/06/2021;290681;14;35;3809;Yes
108398;26/06/2021;473249;90;40;198;Yes
108404;26/06/2021;505212;17;44;6502;No
108406;26/06/2021;162711;27;47;9833;No
108407;26/06/2021;288149;60;13;4277;No
108408;26/06/2021;531492;6;41;718;No
108416;26/06/2021;523242;64;32;7196;Yes
108418;26/06/2021;698304;56;8;8863;No
108425;26/06/2021;372074;30;39;7743;No
108428;26/06/2021;794201;59;30;6195;No
108431;26/06/2021;882386;57;15;10188;No
108436;26/06/2021;864472;72;20;883;No
108438;26/06/2021;465123;81;24;8403;Yes
108439;26/06/2021;910054;53;19;9091;No
108446;26/06/2021;189980;28;32;1379;No
108447;26/06/2021;826566;51;4;8975;No
108448;26/06/2021;857255;22;25;1410;No
108459;26/06/2021;440036;2;25;6854;No
108464;26/06/2021;214790;26;43;6337;No
108472;26/06/2021;758381;58;37;2395;No
108482;26/06/2021;546673;3;46;8744;No
108485;26/06/2021;715581;21;7;8012;No
108498;27/06/2021;312381;33;29;4011;Yes
108499;27/06/2021;270079;72;18;6344;No
108515;27/06/2021;321186;64;33;2705;No
108518;27/06/2021;854869;104;9;10169;Yes
108523;27/06/2021;153976;44;22;3423;Yes
108525;27/06/2021;990929;10;46;1957;No
108527;27/06/2021;246694;34;43;2748;No
108534;27/06/2021;679410;57;8;3807;No
108535;27/06/2021;679646;77;2;7166;No
108546;27/06/2021;365249;94;10;8358;No
108549;27/06/2021;507363;56;50;6154;Yes
108552;27/06/2021;474904;90;33;2080;No
108553;27/06/2021;211692;43;29;4863;No
108557;27/06/2021;352772;58;4;5701;No
108558;27/06/2021;230143;49;44;6845;No
108559;27/06/2021;993591;44;5;6106;No
108568;27/06/2021;513650;21;34;3104;No
108574;27/06/2021;697131;22;15;3331;No
108575;27/06/2021;368707;63;3;4345;Yes
108578;27/06/2021;574488;87;27;6295;No
108579;27/06/2021;961303;7;37;417;No
108588;27/06/2021;574496;96;29;4779;No
108590;27/06/2021;211127;90;45;8969;Yes
108594;27/06/2021;928525;94;47;312;No
108595;27/06/2021;965506;61;1;738;Yes
108598;27/06/2021;246993;89;32;5131;No
108599;27/06/2021;745439;26;36;2290;No
108601;27/06/2021;508099;31;16;8465;No
108605;27/06/2021;749433;38;3;3854;No
108609;27/06/2021;893084;45;15;3358;Yes
108610;27/06/2021;266685;79;15;428;No
108619;27/06/2021;375800;72;8;316;No
108621;27/06/2021;448468;105;44;6966;No
108624;27/06/2021;975403;57;26;8289;Yes
108625;27/06/2021;327867;79;34;9254;No
108626;27/06/2021;227803;80;36;8560;No
108630;27/06/2021;835108;9;48;6158;No
108640;27/06/2021;414385;14;27;3567;Yes
108641;27/06/2021;498153;11;22;3250;Yes
108642;27/06/2021;434659;76;37;5381;No
108644;27/06/2021;136688;59;31;8186;No
108647;27/06/2021;221212;10;23;695;No
108653;27/06/2021;103776;68;41;2888;No
108656;27/06/2021;557490;58;3;4552;No
108658;27/06/2021;357369;38;29;1269;No
108665;27/06/2021;249915;95;8;2573;Yes
108667;27/06/2021;385962;98;47;9317;No
108668;27/06/2021;696643;3;38;8767;No
108669;27/06/2021;286796;14;41;1664;No
108679;27/06/2021;962547;96;28;1672;No
108680;27/06/2021;429850;75;0;5855;No
108681;27/06/2021;593570;92;41;4229;No
108687;27/06/2021;108941;9;20;4579;No
108698;28/06/2021;689506;30;0;1720;No
108705;28/06/2021;870921;92;37;5438;No
108718;28/06/2021;978348;38;35;2977;No
108720;28/06/2021;889196;68;41;271;Yes
108722;28/06/2021;791842;91;36;2604;No
108724;28/06/2021;303945;45;15;9693;No
108728;28/06/2021;852830;66;19;2587;No
108736;28/06/2021;249676;37;13;6778;No
108742;28/06/2021;571369;41;31;9236;No
108744;28/06/2021;837104;28;43;3099;No
108760;28/06/2021;505556;67;12;9165;No
108775;28/06/2021;258536;61;34;6498;Yes
108777;28/06/2021;353396;53;27;3979;No
108780;28/06/2021;389397;75;51;857;No
108782;28/06/2021;662111;71;40;5765;No
108785;28/06/2021;174116;75;44;2138;No
108792;28/06/2021;121783;102;40;2574;Yes
108796;28/06/2021;240870;80;28;8990;Yes
108821;28/06/2021;115881;69;33;2528;No
108824;28/06/2021;347206;83;15;5785;No
108833;28/06/2021;796025;81;15;5142;No
108842;28/06/2021;832086;92;42;10146;No
108853;28/06/2021;728363;8;20;3288;No
108857;28/06/2021;175195;24;9;2982;No
108859;28/06/2021;749088;38;19;4395;No
108860;28/06/2021;481518;38;7;7343;Yes
108865;28/06/2021;369083;77;17;3566;No
108866;28/06/2021;166781;15;1;6331;No
108867;28/06/2021;632493;24;15;8791;No
108869;28/06/2021;448328;44;8;7902;No
108874;28/06/2021;759075;14;25;8994;Yes
108876;28/06/2021;801419;72;21;2390;No
108881;28/06/2021;971054;25;20;4653;Yes
108888;28/06/2021;126443;98;8;4574;No
108903;29/06/2021;139355;47;2;2554;No
108906;29/06/2021;385537;78;35;9354;Yes
108907;29/06/2021;320517;79;4;1876;No
108921;29/06/2021;610259;98;4;6526;No
108922;29/06/2021;240861;96;27;5219;No
108926;29/06/2021;940802;89;51;6754;No
108932;29/06/2021;506550;84;2;3497;No
108936;29/06/2021;973006;28;22;8469;No
108937;29/06/2021;407053;9;47;2402;Yes
108940;29/06/2021;837474;57;34;3722;Yes
108953;29/06/2021;557402;70;34;4181;No
108957;29/06/2021;554652;20;30;3448;Yes
108959;29/06/2021;823414;61;2;7799;No
108960;29/06/2021;413833;42;48;5828;No
108961;29/06/2021;107026;28;31;1816;No
108978;29/06/2021;381519;9;15;8080;No
108981;29/06/2021;628906;24;29;3863;No
108993;29/06/2021;226758;52;29;5218;No
108994;29/06/2021;988965;22;39;3155;Yes
109006;29/06/2021;173677;78;33;4164;Yes
109016;29/06/2021;896960;23;26;6180;Yes
109024;29/06/2021;884390;70;44;1350;No
109029;29/06/2021;677527;8;40;8719;No
109031;29/06/2021;793362;34;23;7830;No
109033;29/06/2021;786237;82;10;6772;Yes
109034;29/06/2021;438986;51;44;3815;No
109039;29/06/2021;804994;70;37;3536;No
109040;29/06/2021;140011;20;22;4490;No
109048;29/06/2021;843117;87;22;6959;No
109054;29/06/2021;228708;71;38;8113;No
109065;29/06/2021;169940;56;14;5804;No
109066;29/06/2021;641036;83;14;1171;No
109075;29/06/2021;391101;90;12;477;No
109078;29/06/2021;114367;43;8;10130;No
109079;29/06/2021;993087;103;51;6682;No
109093;30/06/2021;849101;92;47;4456;No
109095;30/06/2021;304276;84;3;8629;No
109097;30/06/2021;382175;40;31;5128;No
109099;30/06/2021;450007;90;28;3696;No
109101;30/06/2021;495411;30;7;6458;No
109104;30/06/2021;569466;5;17;8586;No
109105;30/06/2021;837483;13;1;5518;No
109107;30/06/2021;745372;93;16;2799;Yes
109109;30/06/2021;560430;88;17;5456;No
109114;30/06/2021;563032;32;5;8682;No
109116;30/06/2021;248339;66;18;5216;Yes
109119;30/06/2021;724362;12;29;7910;No
109126;30/06/2021;997848;79;3;6998;No
109129;30/06/2021;223043;19;27;9742;No
109130;30/06/2021;587152;77;34;3326;No
109131;30/06/2021;391962;22;3;6559;No
109133;30/06/2021;937696;81;25;5014;Yes
109134;30/06/2021;476002;41;14;5232;Yes
109141;30/06/2021;585121;40;34;7582;Yes
109142;30/06/2021;983734;101;41;9804;No
109154;30/06/2021;700330;77;9;8343;Yes
109159;30/06/2021;763418;5;30;8749;No
109163;30/06/2021;520381;3;38;7976;No
109165;30/06/2021;282962;4;3;9059;No
109171;30/06/2021;566305;12;10;5339;Yes
109173;30/06/2021;503924;61;37;9278;No
109178;30/06/2021;775672;47;22;8796;No
109179;30/06/2021;661614;2;3;5488;No
109186;30/06/2021;969251;75;39;2066;No
109188;30/06/2021;806132;11;31;6568;No
109190;30/06/2021;562850;89;2;1534;No
109193;30/06/2021;853111;28;29;6907;No
109196;30/06/2021;311238;31;49;5570;No
109197;30/06/2021;481591;44;51;8494;No
109200;30/06/2021;725022;48;46;7327;Yes
109202;30/06/2021;839290;100;10;9964;No
109209;30/06/2021;639979;27;38;9355;No
109213;30/06/2021;765011;101;38;8221;No
109214;30/06/2021;344650;12;26;6196;Yes
109221;30/06/2021;378530;51;22;7774;Yes
109223;30/06/2021;946495;53;39;2427;No
109230;30/06/2021;290965;85;39;9757;No
109231;30/06/2021;753566;7;40;9629;No
109234;30/06/2021;850698;4;11;4693;No
109237;30/06/2021;545331;8;43;9289;No
109239;30/06/2021;294157;35;46;1384;No
109246;30/06/2021;367121;89;24;633;No
109248;30/06/2021;456229;96;18;1443;No
109252;30/06/2021;458653;77;30;7933;No
109258;30/06/2021;488727;63;9;3869;No
109267;30/06/2021;677076;2;35;5758;Yes
109269;30/06/2021;933124;23;7;9862;No
109275;30/06/2021;585879;22;17;6498;No
109279;30/06/2021;653103;15;13;5301;No
109283;30/06/2021;316239;38;3;1656;No
109288;30/06/2021;990871;77;43;5162;No
109299;01/07/2021;487024;43;31;636;No
109314;01/07/2021;295147;63;6;8612;No
109319;01/07/2021;172333;63;46;6762;No
109323;01/07/2021;765466;46;34;4709;No
109326;01/07/2021;958799;18;30;7374;No
109334;01/07/2021;618602;54;23;9462;No
109336;01/07/2021;724854;35;8;5501;Yes
109338;01/07/2021;380618;16;28;10936;Yes
109344;01/07/2021;663173;71;45;19;No
109346;01/07/2021;585851;48;18;7933;No
109362;01/07/2021;195408;34;43;8460;No
109364;01/07/2021;755273;23;21;3769;Yes
109379;01/07/2021;995807;41;6;8202;Yes
109381;01/07/2021;926048;72;30;5345;No
109384;01/07/2021;870167;80;6;3908;No
109387;01/07/2021;422152;52;30;8003;No
109390;01/07/2021;305491;15;25;4493;No
109393;01/07/2021;731454;69;14;4236;Yes
109397;01/07/2021;564333;28;22;4417;No
109399;01/07/2021;204757;59;9;6506;No
109410;01/07/2021;645547;6;13;3453;Yes
109412;01/07/2021;460490;23;43;8748;No
109413;01/07/2021;639941;70;12;3982;No
109417;01/07/2021;408967;13;13;3034;Yes
109421;01/07/2021;197277;27;25;8655;No
109423;01/07/2021;420902;11;29;574;No
109424;01/07/2021;749187;40;3;6456;No
109436;01/07/2021;499037;49;1;7097;No
109437;01/07/2021;338445;92;10;830;No
109443;01/07/2021;247012;54;38;8343;No
109455;01/07/2021;979988;10;18;7419;No
109458;01/07/2021;658758;31;28;3481;Yes
109459;01/07/2021;405835;106;28;6558;No
109465;01/07/2021;668910;51;22;8666;No
109471;01/07/2021;213875;17;42;2072;Yes
109479;01/07/2021;348111;52;1;8244;No
109482;01/07/2021;484148;73;37;8752;No
109486;01/07/2021;162117;73;46;1784;No
109487;01/07/2021;185401;25;42;2291;No
109498;02/07/2021;583014;3;28;2916;No
109503;02/07/2021;507379;84;4;9776;No
109506;02/07/2021;780076;5;16;4794;No
109509;02/07/2021;536642;2;38;1909;No
109512;02/07/2021;597338;11;42;7080;No
109513;02/07/2021;808423;46;14;6195;No
109514;02/07/2021;539445;34;15;4483;No
109520;02/07/2021;384734;43;1;3325;No
109522;02/07/2021;735686;15;6;5492;No
109523;02/07/2021;220878;69;29;9305;No
109526;02/07/2021;246196;8;9;10577;Yes
109528;02/07/2021;317174;4;45;8481;No
109532;02/07/2021;650600;75;35;1867;No
109533;02/07/2021;902081;85;4;9419;No
109535;02/07/2021;236147;4;37;7466;No
109538;02/07/2021;350892;85;19;3754;No
109540;02/07/2021;310060;34;27;9985;Yes
109553;02/07/2021;250054;70;1;3367;No
109558;02/07/2021;201898;84;23;9609;Yes
109561;02/07/2021;319990;48;40;196;No
109563;02/07/2021;271661;27;4;4094;No
109566;02/07/2021;618712;75;12;5396;No
109567;02/07/2021;388993;56;50;2432;No
109569;02/07/2021;459079;103;2;8419;No
109581;02/07/2021;147339;3;42;5789;No
109582;02/07/2021;285467;48;0;2555;No
109586;02/07/2021;559016;21;35;7453;Yes
109587;02/07/2021;903399;30;28;8733;No
109599;02/07/2021;944277;54;37;3447;No
109604;02/07/2021;188418;18;3;7943;Yes
109605;02/07/2021;820171;89;28;961;No
109607;02/07/2021;298662;20;9;3649;No
109608;02/07/2021;314282;38;47;7620;No
109610;02/07/2021;561578;45;24;6880;No
109614;02/07/2021;390217;88;11;1933;Yes
109615;02/07/2021;636780;82;21;63;No
109618;02/07/2021;159684;42;17;2496;No
109622;02/07/2021;304963;1;4;5556;No
109624;02/07/2021;557557;100;24;5673;No
109625;02/07/2021;642039;9;19;8586;No
109626;02/07/2021;519346;79;46;6429;No
109630;02/07/2021;843519;13;2;1503;Yes
109633;02/07/2021;444519;43;22;1788;No
109637;02/07/2021;687172;18;12;116;No
109640;02/07/2021;279069;43;44;8604;Yes
109641;02/07/2021;100453;24;20;9461;No
109644;02/07/2021;675806;74;11;7169;No
109650;02/07/2021;370869;56;13;865;Yes
109664;02/07/2021;510382;59;21;4531;No
109665;02/07/2021;863256;35;10;5319;No
109667;02/07/2021;456771;59;36;2807;No
109669;02/07/2021;498324;81;20;4176;No
109670;02/07/2021;451958;14;3;5435;Yes
109675;02/07/2021;332702;63;4;2776;No
109683;02/07/2021;783037;34;38;8857;Yes
109685;02/07/2021;838644;61;20;1796;No
109691;03/07/2021;868793;37;23;1393;Yes
109692;03/07/2021;427933;45;4;8197;No
109694;03/07/2021;629777;89;46;4084;No
109699;03/07/2021;466522;27;36;6300;No
109702;03/07/2021;701661;45;8;9003;No
109703;03/07/2021;326362;98;39;358;No
109705;03/07/2021;195530;84;4;6242;No
109706;03/07/2021;836481;57;20;2281;No
109707;03/07/2021;890746;2;20;3616;No
109716;03/07/2021;131804;60;0;370;Yes
109721;03/07/2021;612365;103;33;9042;No
109723;03/07/2021;720094;61;10;8430;Yes
109735;03/07/2021;331686;89;17;5542;No
109736;03/07/2021;710558;50;31;7445;No
109739;03/07/2021;277621;2;43;4465;No
109747;03/07/2021;695761;76;53;5457;No
109749;03/07/2021;841773;2;31;4781;No
109752;03/07/2021;959048;69;40;5241;No
109762;03/07/2021;416725;72;0;2786;No
109764;03/07/2021;767505;60;25;6260;No
109771;03/07/2021;654149;48;29;8485;No
109775;03/07/2021;767270;52;16;196;No
109778;03/07/2021;426948;36;3;6578;No
109780;03/07/2021;404633;21;27;8357;No
109787;03/07/2021;666975;88;8;744;Yes
109795;03/07/2021;681373;35;12;8659;No
109796;03/07/2021;459756;24;43;1309;No
109797;03/07/2021;939204;56;15;1582;No
109805;03/07/2021;982476;92;26;8921;Yes
109806;03/07/2021;270344;4;31;6660;No
109809;03/07/2021;738430;62;27;2662;No
109815;03/07/2021;270166;93;15;5608;No
109819;03/07/2021;192165;58;29;8204;No
109824;03/07/2021;296719;81;13;6142;No
109830;03/07/2021;211436;86;13;8672;No
109831;03/07/2021;179927;55;19;7799;No
109832;03/07/2021;230521;49;6;7659;Yes
109834;03/07/2021;221834;88;33;6599;Yes
109835;03/07/2021;359068;21;22;7359;No
109843;03/07/2021;396151;87;40;7642;No
109844;03/07/2021;799645;85;18;8956;No
109848;03/07/2021;270942;17;21;8340;No
109852;03/07/2021;956795;34;2;1145;No
109853;03/07/2021;123853;37;40;1233;No
109856;03/07/2021;105341;58;24;8974;No
109857;03/07/2021;860385;86;4;2890;Yes
109859;03/07/2021;790493;77;18;5309;No
109872;03/07/2021;872458;85;3;150;No
109874;03/07/2021;234173;1;29;862;No
109882;03/07/2021;943192;99;30;8455;Yes
109887;03/07/2021;693736;22;8;3847;No
109901;04/07/2021;455803;81;48;1760;No
109905;04/07/2021;837889;57;28;5786;No
109907;04/07/2021;383773;15;19;7172;No
109913;04/07/2021;438148;2;41;3681;No
109917;04/07/2021;840084;4;13;2241;No
109925;04/07/2021;409216;107;2;380;No
109932;04/07/2021;330269;6;7;6989;No
109933;04/07/2021;254206;32;33;3242;No
109938;04/07/2021;715212;78;3;3158;No
109939;04/07/2021;194586;5;22;2304;No
109940;04/07/2021;919410;12;27;3165;Yes
109943;04/07/2021;583821;72;6;2559;No
109946;04/07/2021;503958;23;40;1645;No
109947;04/07/2021;463500;82;3;5378;Yes
109949;04/07/2021;406907;98;40;8141;Yes
109953;04/07/2021;519724;85;34;8577;No
109955;04/07/2021;465924;15;19;1696;No
109960;04/07/2021;406839;62;16;7517;Yes
109961;04/07/2021;997762;36;3;5447;No
109965;04/07/2021;393781;71;9;2416;Yes
109966;04/07/2021;517957;5;43;8405;No
109970;04/07/2021;767527;36;20;359;No
109982;04/07/2021;811620;0;12;917;No
109983;04/07/2021;672300;69;13;4559;No
109987;04/07/2021;603318;48;19;280;No
109988;04/07/2021;236866;23;5;1523;Yes
109995;04/07/2021;686920;72;11;421;No
109998;04/07/2021;388104;85;24;5007;No
110007;04/07/2021;285563;25;3;3807;No
110012;04/07/2021;113307;58;2;7127;No
110014;04/07/2021;687887;42;0;1534;No
110016;04/07/2021;293332;57;53;6051;Yes
110018;04/07/2021;187119;55;12;3574;No
110019;04/07/2021;280655;34;39;4996;No
110029;04/07/2021;378493;74;43;3847;No
110034;04/07/2021;576089;27;33;3671;No
110037;04/07/2021;628124;41;25;4370;No
110038;04/07/2021;915438;59;35;574;No
110040;04/07/2021;667660;37;23;4511;No
110042;04/07/2021;298194;47;46;8384;No
110043;04/07/2021;353067;24;14;2524;No
110045;04/07/2021;827231;80;13;7691;No
110047;04/07/2021;431004;61;32;1657;No
110049;04/07/2021;448595;65;2;383;No
110053;04/07/2021;686691;24;34;479;No
110054;04/07/2021;265418;91;22;563;Yes
110058;04/07/2021;685503;94;15;5896;No
110062;04/07/2021;629608;99;28;4590;No
110065;04/07/2021;135487;51;0;6069;No
110067;04/07/2021;634202;92;26;6615;No
110068;04/07/2021;779765;61;37;4476;Yes
110069;04/07/2021;685470;6;44;6226;No
110070;04/07/2021;648005;91;0;496;Yes
110072;04/07/2021;331534;8;27;8222;No
110078;04/07/2021;378095;81;21;6166;Yes
110080;04/07/2021;329333;74;12;8747;No
110085;04/07/2021;140100;16;34;1271;No
110087;04/07/2021;567407;36;43;3547;No
110098;05/07/2021;787676;27;22;1257;Yes
110099;05/07/2021;804178;105;6;9267;No
110107;05/07/2021;264498;30;2;6142;No
110110;05/07/2021;196743;104;25;4670;No
110117;05/07/2021;869982;77;41;7807;No
110127;05/07/2021;783424;6;2;2535;No
110129;05/07/2021;313799;33;47;7412;No
110131;05/07/2021;576837;22;43;4949;No
110133;05/07/2021;961730;54;1;6477;No
110135;05/07/2021;220514;62;23;498;No
110138;05/07/2021;319613;81;32;7130;No
110143;05/07/2021;223248;59;22;1841;No
110144;05/07/2021;631222;29;7;232;No
110148;05/07/2021;327008;10;28;5969;No
110149;05/07/2021;360908;3;21;7789;Yes
110151;05/07/2021;380778;99;18;8367;No
110153;05/07/2021;820766;20;8;1495;No
110154;05/07/2021;696734;12;34;7947;No
110157;05/07/2021;456022;44;51;2110;No
110160;05/07/2021;386773;44;0;9473;No
110162;05/07/2021;745764;28;23;1646;Yes
110163;05/07/2021;408496;8;5;3463;No
110164;05/07/2021;544045;100;8;4085;No
110169;05/07/2021;382206;61;17;7782;No
110172;05/07/2021;700267;11;39;483;Yes
110174;05/07/2021;475362;51;11;765;Yes
110177;05/07/2021;893791;50;43;5701;Yes
110178;05/07/2021;719670;34;15;5660;Yes
110182;05/07/2021;959764;44;33;2319;No
110183;05/07/2021;148845;22;4;1717;No
110190;05/07/2021;534951;61;16;6431;No
110202;05/07/2021;336005;10;37;9950;No
110203;05/07/2021;460253;99;26;4604;No
110206;05/07/2021;557437;51;43;4524;No
110209;05/07/2021;142356;67;1;4889;No
110210;05/07/2021;403238;36;43;4036;No
110212;05/07/2021;104821;7;28;5028;No
110213;05/07/2021;846227;59;16;85;Yes
110248;05/07/2021;248914;92;23;3905;No
110251;05/07/2021;799881;28;40;861;No
110252;05/07/2021;393708;81;29;3761;No
110256;05/07/2021;304693;48;38;9046;No
110260;05/07/2021;174752;21;25;719;Yes
110262;05/07/2021;236542;90;27;5293;Yes
110263;05/07/2021;520389;40;45;2083;No
110274;05/07/2021;172722;66;10;118;No
110280;05/07/2021;883787;60;25;1355;No
110285;05/07/2021;807962;73;38;6807;No
110294;06/07/2021;214005;84;8;2663;Yes
110297;06/07/2021;440363;97;51;874;No
110301;06/07/2021;794294;50;29;736;No
110315;06/07/2021;980693;4;30;6760;No
110317;06/07/2021;381878;47;8;1331;No
110319;06/07/2021;743899;23;28;4947;Yes
110320;06/07/2021;707040;1;48;1520;No
110322;06/07/2021;357952;57;12;434;No
110328;06/07/2021;474999;4;14;1865;No
110331;06/07/2021;795920;7;15;7931;No
110336;06/07/2021;284476;56;31;22;No
110337;06/07/2021;824535;8;50;6599;No
110339;06/07/2021;967838;89;45;2156;No
110340;06/07/2021;212759;45;9;3172;No
110341;06/07/2021;100911;75;34;922;No
110342;06/07/2021;209142;11;32;8655;No
110345;06/07/2021;103306;31;25;6381;No
110347;06/07/2021;531490;15;36;7048;No
110350;06/07/2021;980827;14;23;6089;No
110356;06/07/2021;987917;6;4;5762;No
110358;06/07/2021;707303;48;8;6428;No
110359;06/07/2021;370238;60;42;102;No
110363;06/07/2021;830856;69;3;4660;No
110371;06/07/2021;947040;69;12;8784;No
110372;06/07/2021;470690;83;34;3418;Yes
110378;06/07/2021;624654;106;8;4676;No
110380;06/07/2021;898228;19;1;2212;No
110390;06/07/2021;553792;3;49;4972;No
110391;06/07/2021;241064;89;12;2354;No
110393;06/07/2021;215821;56;39;2634;No
110398;06/07/2021;826986;25;47;6673;Yes
110406;06/07/2021;827476;37;21;7583;No
110407;06/07/2021;562219;34;31;1049;No
110409;06/07/2021;500362;103;26;2555;No
110412;06/07/2021;302686;47;5;4135;No
110417;06/07/2021;532870;82;15;780;No
110418;06/07/2021;834041;61;20;1894;No
110419;06/07/2021;841219;48;17;8989;No
110424;06/07/2021;679049;69;22;3110;No
110430;06/07/2021;532713;77;19;4818;Yes
110431;06/07/2021;535443;69;30;3065;No
110433;06/07/2021;233592;33;13;2683;No
110434;06/07/2021;357577;45;17;3456;No
110435;06/07/2021;777038;45;34;4256;Yes
110438;06/07/2021;231612;38;43;1365;No
110445;06/07/2021;803799;49;10;2726;Yes
110449;06/07/2021;127085;28;13;5228;Yes
110450;06/07/2021;821554;0;35;6260;No
110451;06/07/2021;518094;42;30;1129;No
110460;06/07/2021;140797;85;16;993;No
110462;06/07/2021;331993;90;36;10092;No
110465;06/07/2021;963554;59;47;3283;No
110470;06/07/2021;942734;62;24;4726;No
110473;06/07/2021;662853;71;21;8432;No
110474;06/07/2021;886946;12;21;7583;No
110476;06/07/2021;474160;40;43;250;No
110477;06/07/2021;425417;70;4;2136;No
110479;06/07/2021;813697;35;19;6665;No
110483;06/07/2021;114693;55;26;6253;No
110506;07/07/2021;855971;67;8;9972;No
110508;07/07/2021;190233;87;2;4397;No
110517;07/07/2021;353966;1;42;6601;No
110521;07/07/2021;185637;69;18;8272;No
110523;07/07/2021;455464;27;40;3690;No
110524;07/07/2021;601482;17;27;1749;No
110525;07/07/2021;715302;1;22;2529;No
110527;07/07/2021;738988;90;3;7613;No
110532;07/07/2021;747853;19;16;1455;No
110533;07/07/2021;233024;88;37;2947;No
110542;07/07/2021;928597;24;43;8300;No
110543;07/07/2021;963336;13;21;10205;No
110545;07/07/2021;582466;57;27;541;No
110548;07/07/2021;793754;79;26;9625;No
110551;07/07/2021;418441;80;14;3658;Yes
110556;07/07/2021;405119;21;35;5798;No
110558;07/07/2021;511777;42;49;5718;No
110562;07/07/2021;539493;36;35;5488;No
110563;07/07/2021;157080;88;15;6688;No
110566;07/07/2021;419190;18;51;5498;No
110567;07/07/2021;620677;10;16;5807;Yes
110571;07/07/2021;387586;5;14;975;Yes
110577;07/07/2021;979858;16;29;4066;No
110580;07/07/2021;414080;94;3;6468;No
110581;07/07/2021;138935;51;17;503;No
110592;07/07/2021;939923;9;48;4853;No
110595;07/07/2021;600947;89;1;8140;No
110597;07/07/2021;195033;57;32;6006;Yes
110605;07/07/2021;468625;97;22;9186;No
110608;07/07/2021;525614;104;13;571;No
110630;07/07/2021;772839;91;8;9351;Yes
110651;07/07/2021;897713;15;15;7955;No
110655;07/07/2021;206804;78;2;5528;No
110656;07/07/2021;660723;72;32;3065;No
110670;07/07/2021;343301;87;5;4360;No
110672;07/07/2021;783807;9;42;3656;No
110673;07/07/2021;241049;58;35;2979;No
110677;07/07/2021;447418;46;30;3371;No
110678;07/07/2021;439035;17;10;5737;No
110679;07/07/2021;897444;17;46;6631;No
110681;07/07/2021;832025;86;34;41;No
110682;07/07/2021;558243;2;47;9796;No
110684;07/07/2021;163491;37;38;1435;No
110685;07/07/2021;651836;15;52;7681;No
110686;07/07/2021;172799;76;50;10038;No
110688;07/07/2021;733148;32;0;7793;Yes
110689;08/07/2021;945140;5;6;1531;No
110690;08/07/2021;564506;88;30;8397;No
110691;08/07/2021;513082;49;28;7961;No
110692;08/07/2021;918855;83;27;8614;No
110694;08/07/2021;260093;29;19;1197;No
110695;08/07/2021;245359;90;11;1547;No
110699;08/07/2021;252299;21;41;3779;No
110703;08/07/2021;271038;43;22;4061;No
110715;08/07/2021;879597;37;18;9613;No
110716;08/07/2021;145579;19;5;3574;No
110717;08/07/2021;588782;28;37;8509;No
110718;08/07/2021;575688;86;12;7915;No
110720;08/07/2021;461284;50;11;8860;Yes
110721;08/07/2021;213103;51;47;4549;No
110723;08/07/2021;797684;2;15;6668;No
110726;08/07/2021;661130;51;28;9462;No
110727;08/07/2021;634777;105;41;4703;No
110729;08/07/2021;581313;28;29;2430;No
110732;08/07/2021;441191;22;19;1948;No
110743;08/07/2021;341607;68;23;3966;No
110745;08/07/2021;846648;17;25;7648;No
110748;08/07/2021;394323;86;31;3970;No
110750;08/07/2021;784769;82;15;274;No
110753;08/07/2021;614853;50;30;5816;Yes
110756;08/07/2021;774146;27;29;4737;No
110758;08/07/2021;757053;69;10;6172;No
110759;08/07/2021;351442;36;19;2375;No
110760;08/07/2021;748726;60;2;2239;No
110761;08/07/2021;783800;68;0;6359;No
110766;08/07/2021;254530;86;1;10792;No
110767;08/07/2021;567378;33;11;460;No
110775;08/07/2021;824986;95;8;7455;Yes
110778;08/07/2021;501106;53;24;2567;No
110779;08/07/2021;260536;37;8;5087;Yes
110780;08/07/2021;399501;48;12;7262;No
110782;08/07/2021;971384;102;26;9662;Yes
110787;08/07/2021;687089;76;26;5010;No
110791;08/07/2021;352332;92;1;4913;No
110792;08/07/2021;823241;80;1;1268;Yes
110797;08/07/2021;197524;45;2;7777;No
